,Profession,Position,Join Date,Renewal Date,user_ID,chapter_ID,sponsor_ID
1275,"Unknown, BNIW_Null",,01/12/2013,01/12/2014,2234,30,1281.0
1276,"Medical, Podiatrist",,01/12/2013,01/12/2014,1266,30,1687.0
1277,"Trades, Painter",,01/03/2014,01/03/2015,943,30,
1278,"Insurance, Property & Casualty Insurance",,01/03/2014,01/03/2015,802,30,1907.0
1279,"Medical, Medical Products-Services",,01/04/2014,01/04/2016,1481,30,1169.0
1280,"Consulting, Consultant Team Development",,01/05/2014,01/11/2019,489,30,
1281,"Cleaning, Residential Cleaning",,01/07/2014,01/07/2015,300,30,943.0
1282,"Accounting, Bookkeeper",,01/08/2014,01/12/2018,2276,30,
1283,"Real Estate, Property Management",,01/09/2014,01/12/2016,1633,30,489.0
1284,"Gifts, Gift Baskets",,01/05/2015,01/03/2019,1075,30,2743.0
1285,"Legal, Legal Services",,01/12/2014,01/08/2017,167,30,1684.0
1286,"Cleaning, Commercial Cleaning",,01/03/2015,01/03/2016,394,30,489.0
1287,"Trades, Roofing",,01/03/2015,01/03/2016,1338,30,1497.0
1288,"Interior, Interior Design Residential",,01/03/2015,01/05/2017,385,30,1008.0
1289,"Legal & Accounting, Accounting Services","Vice President, Member",01/03/2015,01/03/2021,922,30,1907.0
1290,"Art, Art Framing and Products",,01/04/2015,01/04/2017,0,30,385.0
1291,"Trades, Exterior: Siding/Windows/Doors",,01/05/2015,01/05/2016,791,30,1281.0
1292,"Health & Wellness, Fitness Trainer",,01/05/2015,01/05/2017,364,30,
1293,"Photography, Photographer",,01/05/2015,01/11/2016,1301,30,
1294,"Coach, Business Coach",,01/06/2015,01/06/2016,1096,30,2091.0
1295,"Graphic Design, Graphic Designer",,01/06/2015,01/06/2016,2617,30,
1296,"Printing, Printer",,01/06/2015,01/06/2016,2282,30,
1297,"Alternative Medicine, Acupuncture",,01/06/2015,01/06/2016,1662,30,
1298,"Insurance, Commercial Insurance Broker",,01/07/2015,01/07/2016,1198,30,1907.0
1299,"Insurance, General-Motor Insurance",,01/07/2015,01/07/2016,478,30,489.0
1300,"Landscaping, Landscape Maintenance",,01/07/2015,01/07/2016,1305,30,
1301,"Trades, Carpenter",,01/07/2015,01/07/2016,2627,30,
1302,"Travel, Travel Agent",,01/08/2015,01/08/2020,1335,30,2873.0
1303,"Trades, Roofing",,01/09/2015,01/09/2016,1789,30,1907.0
1304,"Real Estate, Tenant Screening Services",,01/10/2015,01/10/2017,2051,30,1008.0
1305,"Electronics, Products",,01/10/2015,01/10/2016,1672,30,
1306,"Legal, Lawyer Real Estate",,01/11/2015,01/12/2021,1691,30,1481.0
1307,"Real estate services, Residential Real Estate Agent","Membership Committee, Member",01/12/2015,01/12/2021,1004,30,1985.0
1308,"Finance & Insurance, Financial Advisor/Financial Planner",Member,01/12/2015,01/09/2021,1296,30,2334.0
1309,"Security, Security Systems",,01/12/2015,01/12/2016,799,30,1633.0
1310,"Coach, Business Coach",,01/04/2016,01/10/2020,1633,30,489.0
1311,"Health & Wellness, Massage Therapist",,01/04/2016,01/04/2018,1490,30,1004.0
1312,"Trades, Renovations-Remodeling",,01/05/2016,01/05/2017,504,30,2276.0
1313,"Alternative Medicine, Acupuncture",,01/06/2016,01/06/2017,2681,30,
1314,"Printing, Printer",,01/06/2016,01/06/2017,1161,30,
1315,"Telecommunications, Wireless Service",,01/07/2016,01/07/2017,1848,30,1691.0
1316,"Wealth Management, Employee Benefits Group Insurance",,01/09/2016,01/09/2017,668,30,
1317,"Real Estate, Home Inspector",,01/11/2016,01/11/2017,2040,30,2276.0
1318,"Real Estate, Home Inspector",,01/12/2016,01/12/2017,2040,30,2276.0
1319,"Legal, Avocat: Immigration",,01/11/2016,01/11/2017,959,30,
1320,"Insurance, Life Insurance",,01/11/2016,01/11/2017,802,30,1907.0
1321,"Real Estate, General Contractor",,01/11/2016,01/11/2017,18,30,
1322,"Medical, Psychologist",,01/12/2016,01/12/2018,256,30,1296.0
1323,"Marketing, Digital Marketing",,01/03/2017,01/03/2018,1084,30,2901.0
1324,"Legal, Paralegal",,01/03/2017,01/03/2018,1886,30,167.0
1325,"Financial, Investment Advisor",,01/04/2017,01/04/2020,1311,30,922.0
1326,"Insurance, Property & Casualty Insurance",,01/04/2017,01/04/2018,629,30,1075.0
1327,"Trades, Painter",,01/05/2017,01/11/2018,1554,30,
1328,"Medical, Dentist",,01/05/2017,01/05/2019,139,30,1691.0
1329,"Health & Wellness, Fitness Trainer",,01/05/2017,01/05/2019,510,30,
1330,"Automotive, Automotive Glass",,01/06/2017,01/06/2018,1608,30,1633.0
1331,"Construction, Electrician","Education Co-ordinator, Member",01/07/2017,01/07/2021,216,30,2040.0
1332,"Telecommunications, Wireless Service",,01/08/2017,01/08/2018,1848,30,
1333,"Cleaning, Carpet Cleaning",,01/10/2017,01/10/2018,2928,30,
1334,"Trades, Plumber",,01/10/2017,01/07/2020,1915,30,1633.0
1335,"Legal, Divorce Mediation",,01/11/2017,01/11/2020,2357,30,489.0
1336,"Telecommunications, Mobile Telecommunications","Member, Chapter Webmaster",01/11/2017,01/09/2021,578,30,
1337,"Interior, Kitchen",,01/03/2018,01/03/2019,2233,30,1004.0
1338,"Trades, Renovations - Interior",,01/03/2018,01/03/2021,2462,30,1296.0
1339,"Real Estate, Builder - Commercial",,01/04/2018,01/04/2020,777,30,1907.0
1340,"Trades, Roofing",,01/04/2018,01/04/2019,846,30,1633.0
1341,"Insurance, Property & Casualty Insurance",,01/04/2017,01/04/2018,629,30,1075.0
1342,"Insurance, Property & Casualty Insurance",,01/04/2018,01/04/2019,629,30,1075.0
1343,"Information Technology, I.T. Specialist",,01/04/2018,01/01/2021,307,30,1633.0
1344,"Real Estate, Building Inspector",,01/05/2018,01/05/2019,2040,30,1004.0
1345,"Real Estate, Vacation Property Management",,01/08/2018,01/08/2019,2660,30,1004.0
1346,"Marketing, Digital Marketing",,01/09/2018,01/09/2019,1147,30,
1347,"Cleaning, Residential Cleaning",,01/09/2018,01/09/2019,509,30,1554.0
1348,"Health & Wellness, Massage Therapist",,01/10/2018,01/10/2019,1768,30,1004.0
1349,"Telecommunications, Telecommunications Products/Services","Membership Committee, Member",01/10/2018,01/10/2021,2157,30,1008.0
1350,"Interior, Floor Coverings",,01/10/2018,01/10/2020,1584,30,777.0
1351,"Printing, Printer",,01/12/2018,01/12/2019,1450,30,1584.0
1352,"Trades, Painter",,01/01/2019,01/01/2020,2631,30,1691.0
1353,"Automotive, Automotive Body Shop",,01/01/2019,01/01/2020,975,30,
1354,"Cleaning, Residential Cleaning",,01/02/2019,01/02/2021,811,30,1335.0
1355,"Other, Renewable Energy",,01/02/2019,01/02/2020,2573,30,2157.0
1356,"Trades, Painter",,01/02/2019,01/02/2020,1417,30,2357.0
1357,"Real Estate, Building Inspector",,01/02/2019,01/02/2020,2845,30,777.0
1358,"Advertising & Marketing, Web Design","Events Co-ordinator, Member",01/02/2019,01/02/2022,246,30,492.0
1359,"Marketing, Digital Marketing",,01/02/2019,01/02/2020,1176,30,1008.0
1360,"Legal & Accounting, Bookkeeping",Member,01/03/2019,01/04/2021,1047,30,
1361,"Real Estate, Property Management",,01/03/2019,01/03/2020,2365,30,1915.0
1362,"Media And Public Relations, Audio-Video Productions",,01/08/2019,01/08/2020,224,30,
1363,"Finance & Insurance, Life,Health and Disability Insurance","President, Member",01/08/2019,01/12/2020,1462,30,
1364,"Coach, Life Coach",,01/09/2019,01/09/2020,1464,30,246.0
1365,"Consulting, Business",,01/09/2019,01/09/2020,872,30,578.0
1366,"Health & Wellness, Fitness Trainer",,01/09/2019,01/09/2020,853,30,2357.0
1367,"Trades, Roofing",,01/10/2019,01/10/2020,1005,30,246.0
1368,"Health & Wellness, Mobile Massage Therapist",,01/10/2019,01/11/2021,1262,30,1311.0
1369,"Automotive, Automotive Mechanical Service",,01/11/2019,01/11/2020,2476,30,
1370,"Health & Wellness, Massage Therapist",,01/11/2019,01/11/2020,1753,30,1664.0
1371,"Training & Coaching, Education Services/Tutor","Education Co-ordinator, Member",01/12/2019,01/02/2022,1343,30,423.0
1372,"Health & Wellness, Fitness Trainer",,01/02/2020,01/03/2021,496,30,2357.0
1373,"Coach, Life Coach",,01/02/2020,01/02/2021,1983,30,1633.0
1374,"Photography, Photographer",,01/03/2020,01/03/2021,2442,30,246.0
1375,"Advertising & Marketing, Photographer","Visitor Host, Member",01/03/2020,01/03/2021,1195,30,246.0
1376,"Advertising & Marketing, Sign Company","Secretary / Treasurer, Member",01/04/2020,01/04/2021,854,30,
1377,"Health & Wellness, Chiropractor","Mentoring Coordinator, Member",01/05/2020,01/05/2021,1907,30,
1378,"Computer & Programming, IT & Networks",Member,01/10/2020,01/10/2021,1061,30,854.0
1379,"Legal & Accounting, Mediator",Member,01/10/2020,01/10/2021,1720,30,1462.0
1380,"Finance & Insurance, Property & Casualty Insurance",Member,01/10/2020,01/10/2021,1378,30,2462.0
1381,"Construction, Painter",Member,01/01/2021,01/01/2022,2574,30,1195.0
1382,"Real Estate, Real Estate Investments",,01/12/2010,01/02/2011,1878,4,
1383,"Coach, Business Coach",,17/08/2010,01/09/2011,265,4,1596.0
1384,"Legal, Lawyer Real Estate",,19/10/2010,01/11/2011,1759,4,
1385,"Real Estate, Real Estate Sales Representative Residential",,01/11/2010,01/04/2012,1428,4,
1386,"Medical, BNIW_Null",,01/11/2010,01/04/2012,856,4,
1387,"Insurance, Life,Health and Disability Insurance",,01/11/2010,01/11/2011,266,4,
1388,"Travel, Travel Agent/Consultant",,01/11/2010,01/11/2012,1534,4,
1389,"Financial, Investment Advisor",,01/11/2010,01/05/2012,862,4,1384.0
1390,"Printing, Printing Services",,01/11/2010,01/07/2012,1326,4,
1391,"Insurance, Life,Health and Disability Insurance",,01/11/2010,01/04/2012,1080,4,1027.0
1392,"Landscaping, Landscape Maintenance",,01/11/2010,01/11/2011,342,4,1428.0
1393,"Computer, Computer Sales & Service",,01/11/2010,01/11/2011,1986,4,
1394,"Accounting, Professional Accountant",,01/11/2010,01/11/2011,1027,4,
1395,"Trades, Plumber",,01/11/2010,01/11/2011,1002,4,265.0
1396,"Alternative Medicine, Clinical Hypnotherapist",,01/11/2010,14/12/2010,495,4,
1397,"Marketing, Promotional Products",,01/11/2010,01/05/2012,776,4,
1398,"Alternative Medicine, Naturopathic Doctor",,01/11/2010,01/11/2011,2134,4,
1399,"Mortgage, Mortgage Broker",,01/11/2010,01/11/2011,440,4,
1400,"Trades, Heating/Air Conditioning/Fireplaces",,01/11/2010,01/11/2011,2199,4,266.0
1401,"Trades, Countertops",,01/11/2010,01/11/2011,2502,4,856.0
1402,"Trades, Roofing",,01/11/2010,01/11/2011,2595,4,
1403,"Health & Wellness, Spa",,01/11/2010,01/11/2011,919,4,1027.0
1404,"Graphic Design, Graphic Designer",,01/11/2010,01/11/2011,760,4,
1405,"Accounting, Bookkeeper",,01/11/2010,01/11/2011,1587,4,
1406,"Security, Security Services",,01/11/2010,01/11/2011,672,4,
1407,"Event Planning, Event Planner",,01/11/2010,01/11/2011,573,4,
1408,"Interior, Interior Design Residential",,01/11/2010,01/11/2012,2424,4,265.0
1409,"Insurance, Property & Casualty Insurance",,26/10/2010,01/11/2011,360,4,
1410,"Trades, Handyman",,01/11/2010,01/11/2011,1499,4,1759.0
1411,"Mortgage, Mortgage Broker",,01/11/2010,01/11/2012,1543,4,
1412,"Unknown, BNIW_Null",,01/11/2010,01/11/2011,978,4,
1413,"Entertainment, Disc Jockey",,01/11/2010,01/11/2011,241,4,
1414,"Trades, Decorative Painter",,01/12/2010,01/12/2011,604,4,
1415,"Food/Beverages, Chocolate Products",,01/01/2011,01/01/2012,855,4,
1416,"Unknown, BNIW_Null",,01/12/2010,01/12/2011,530,4,856.0
1417,"Information Technology, Web Design",,01/01/2011,01/07/2012,634,4,265.0
1418,"Photography, Photographer",,01/01/2011,01/01/2012,2579,4,
1419,"Glass, Glass: Sales & Service",,01/02/2011,01/02/2012,725,4,634.0
1420,"Health & Wellness, Fitness Trainer",,01/02/2011,01/02/2012,1300,4,
1421,"Unknown, BNIW_Null",,01/02/2011,01/02/2012,2314,4,360.0
1422,"Real Estate, Real Estate Sales Representative Residential",,01/09/2011,01/11/2012,1975,4,1345.0
1423,"Other, Other",,01/04/2011,01/04/2012,1730,4,
1424,"Information Technology, I.T. Specialist",,01/05/2011,01/05/2012,879,4,
1425,"Event Planning, Event Planner",,01/05/2011,01/05/2012,48,4,
1426,"Flowers, Florist",,01/05/2011,01/05/2012,1994,4,
1427,"Telecommunications, Wireless Service",,01/05/2011,01/05/2012,630,4,1543.0
1428,"Trades, Painter",,01/06/2011,01/08/2012,2608,4,
1429,"Graphic Design, Graphic Designer",,01/09/2011,01/09/2012,2485,4,
1430,"Accounting, Professional Accountant",,01/10/2011,01/10/2012,1938,4,
1431,"Marketing, Promotional Products",,26/10/2011,01/05/2012,2946,4,
1432,"Marketing, Promotional Products",,31/10/2011,01/05/2012,2946,4,
1433,"Marketing, Promotional Products",,31/10/2011,01/05/2012,2946,4,
1434,"Marketing, Promotional Products",,01/11/2011,01/05/2012,2946,4,
1435,"Financial, Exempt Market Securities",,01/02/2011,01/08/2012,2647,9,
1436,"Printing, Printing Services",,01/02/2011,01/02/2012,2924,9,
1437,"Financial, Financial Planner",,01/02/2011,01/02/2012,2895,9,
1438,"Computer, Computer Configuration & Support Services",,01/02/2011,01/02/2012,2783,9,
1439,"Trades, Roofing",,01/02/2011,01/04/2014,990,9,
1440,"Gifts, Gift Baskets",,01/02/2011,01/02/2012,2678,9,
1441,"Accounting, Bookkeeper",,01/02/2011,01/08/2012,1761,9,
1442,"Real Estate, Real Estate Sales Representative Residential",,01/02/2011,01/08/2016,539,9,
1443,"Advertising, Advertising Specialties-Promotional Products",,01/02/2011,01/02/2013,89,9,
1444,"Graphic Design, Graphic Designer",,01/02/2011,01/02/2012,1718,9,
1445,"Moving & Storage, Mover",,31/01/2011,01/02/2012,312,9,
1446,"Financial, Investment Advisor",,01/02/2011,01/02/2012,513,9,
1447,"Finance & Insurance, Residential Mortgages","Ambassador, Mentoring Coordinator, Member",01/02/2011,01/06/2021,1528,9,
1448,"Printing, Printing Products",,01/02/2011,01/02/2012,2885,9,
1449,"Insurance, Property & Casualty Insurance",,01/02/2011,01/02/2012,1100,9,
1450,"Coach, Business Coach",,31/01/2011,01/02/2012,932,9,
1451,"Marketing, Market Branding",,01/02/2011,01/08/2017,1997,9,
1452,"Automotive, Automotive Oil & Lube service",,01/02/2011,01/02/2012,1246,9,
1453,"Accounting, Professional Accountant",,01/02/2011,01/02/2012,1051,9,
1454,"Medical, Physiotherapist",,01/02/2011,01/03/2016,245,9,
1455,"Landscaping, Landscaping: Design & Construction",,01/03/2011,01/12/2012,2382,9,1528.0
1456,"Unknown, BNIW_Null",,01/03/2011,01/03/2012,2174,9,539.0
1457,"Trades, General Contractor: Commercial",,01/03/2011,01/03/2012,498,9,
1458,"Trades, Windows & Doors",,01/03/2011,01/03/2012,2288,9,
1459,"Food/Beverages, Chocolate Products",,01/05/2014,01/11/2016,192,9,
1460,"Coach, Business Coach",,01/04/2011,16/12/2013,1384,9,2647.0
1461,"Training & Coaching, Business Training/Coach",Member,01/07/2011,01/01/2022,1541,9,
1462,"Real Estate, Home Inspector",,01/07/2011,01/06/2014,1650,9,539.0
1463,"Insurance, Property & Casualty Insurance",,01/07/2011,01/07/2012,294,9,539.0
1464,"Printing, Printer",,01/08/2011,01/08/2014,1397,9,89.0
1465,"Trades, Commercial Painter",,01/08/2011,01/08/2014,766,9,1528.0
1466,"Trades, Plumber",,01/09/2011,01/09/2012,731,9,2174.0
1467,"Computer, Computer Service",,01/09/2011,01/10/2012,2769,9,
1468,"Information Technology, Internet Consultant",,01/09/2011,01/09/2012,422,9,
1469,"Legal & Accounting, Accounting Services","Membership Committee, Member",01/09/2011,01/05/2021,2749,9,1541.0
1470,"Health & Wellness, Massage Therapist",,01/11/2011,01/11/2012,2148,9,245.0
1471,"Health & Wellness, Fitness Trainer",,01/11/2011,01/11/2012,2790,9,245.0
1472,"Financial, Financial Planner",,01/11/2011,01/11/2012,2552,9,
1473,"Legal, Lawyer Real Estate",,01/11/2011,01/11/2013,2724,9,1528.0
1474,"Alternative Medicine, Naturopathic Doctor",,01/02/2012,01/02/2013,58,9,
1475,"Medical, Chiropractor",,01/02/2012,01/08/2016,1186,9,
1476,"Trades, Renovations-Remodeling",,01/03/2012,01/03/2014,2262,9,1528.0
1477,"Information Technology, I.T. Specialist",,01/04/2012,01/04/2014,583,9,1650.0
1478,"Gifts, Gift Baskets",,01/04/2012,01/04/2014,1734,9,2790.0
1479,"Unknown, BNIW_Null",,01/04/2012,01/04/2015,1804,9,
1480,"Health & Wellness, Reiki",,01/04/2012,01/05/2015,775,9,1186.0
1481,"Flowers, Florist",,01/05/2012,01/05/2013,2030,9,539.0
1482,"Insurance, Commercial Insurance Broker",,01/05/2012,01/05/2013,2521,9,1384.0
1483,"Trades, Plumber",,01/05/2012,01/05/2013,2353,9,245.0
1484,"Computer, Computer Training",,01/06/2012,01/12/2013,694,9,775.0
1485,"Unknown, BNIW_Null",,01/07/2012,01/09/2013,1909,9,1997.0
1486,"Health & Wellness, Fitness Trainer",,01/11/2012,01/05/2016,2348,9,
1487,"Signs, Sign Company",,01/03/2013,01/10/2019,1313,9,
1488,"Photography, Photographer",,01/03/2013,01/03/2016,165,9,775.0
1489,"Financial, Merchant Services /Payment Processing",,01/03/2013,01/03/2015,1982,9,1384.0
1490,"Financial, Investment Advisor",,01/06/2013,01/06/2014,120,9,2749.0
1491,"Alternative Medicine, Acupuncture",,01/06/2013,01/06/2015,1797,9,2681.0
1492,"Real Estate, Real Estate Sales Representative Commercial",,01/07/2013,01/07/2014,1829,9,2348.0
1493,"Business, Business Broker",,01/07/2013,01/07/2015,2605,9,775.0
1494,"Insurance, Commercial Insurance Agent",,01/07/2013,01/07/2014,176,9,539.0
1495,"Trades, Heating & A/C",,01/08/2013,01/11/2019,566,9,1528.0
1496,"Medical, Psychologist",,01/08/2013,01/08/2014,1105,9,
1497,"Legal, Lawyer Business",,01/09/2013,01/09/2015,1034,9,1528.0
1498,"Automotive, Automotive Repair",,01/09/2013,01/09/2014,2266,9,245.0
1499,"Finance & Insurance, Financial Advisor/Financial Planner","Visitor Host, Member",01/01/2014,01/07/2021,488,9,
1500,"Event Planning, Event Planner",,01/12/2013,01/07/2015,717,9,775.0
1501,"Insurance, Life,Health and Disability Insurance",,01/12/2013,01/01/2020,1294,9,1528.0
1502,"Art, Art Framing and Products",,01/12/2013,01/12/2014,2645,9,245.0
1503,"Insurance, Life,Health and Disability Insurance",,16/12/2013,01/04/2014,1307,9,2647.0
1504,"Animals, Veterinarian",,01/01/2014,01/01/2016,2002,9,245.0
1505,"Consulting, Business Management Consultant",,01/02/2014,01/02/2015,580,9,1410.0
1506,"Trades, Roofing",,01/02/2014,01/02/2015,2171,9,539.0
1507,"Insurance, Property & Casualty Insurance",,01/04/2014,01/04/2015,142,9,1528.0
1508,"Medical, Chiropractor",,01/04/2014,01/04/2017,1102,9,1797.0
1509,"Alternative Medicine, Naturopathic Doctor",,01/04/2014,01/04/2015,1265,9,566.0
1510,"Trades, Plumber",,01/05/2014,01/05/2015,2707,9,1294.0
1511,"Printing, Screen Printer",,01/06/2014,01/06/2015,707,9,
1512,"Health & Wellness, Certified Holistic Nutritionist",,01/07/2014,01/07/2017,438,9,775.0
1513,"Electronics, Home Electronic Systems",,01/08/2014,01/08/2015,632,9,1541.0
1514,"Accounting, Bookkeeper",,01/09/2014,01/02/2016,880,9,2605.0
1515,"Medical, Dentist",,01/10/2014,01/10/2015,2085,9,438.0
1516,"Information Technology, I.T. Specialist",,01/10/2014,01/10/2015,690,9,775.0
1517,"Graphic Design, Graphic Designer",,01/11/2014,01/11/2016,2437,9,40.0
1518,"Cleaning, Residential Cleaning",,01/12/2014,01/12/2015,2939,9,717.0
1519,"Trades, Plumber",,01/12/2014,01/12/2015,1367,9,
1520,"Trades, Renovations-Remodeling",,01/02/2015,01/02/2017,700,9,1367.0
1521,"Trades, Roofing",,01/04/2015,01/04/2016,812,9,1528.0
1522,"Health & Wellness, Certified Holistic Nutritionist",,01/04/2015,01/04/2016,1800,9,2002.0
1523,"Food/Beverages, Chef",,01/04/2015,01/04/2016,1911,9,1102.0
1524,"Printing, Printing Services",,01/04/2015,01/10/2017,317,9,1313.0
1525,"Health & Wellness, Meditation, Yoga",,01/04/2015,01/04/2017,2882,9,2348.0
1526,"Medical, Home Nursing Care",,01/04/2015,01/04/2016,1078,9,2749.0
1527,"Cleaning, Residential Cleaning",,01/04/2015,01/01/2016,2939,9,
1528,"Medical, Orthotist",,01/06/2015,01/06/2016,1419,9,1528.0
1529,"Insurance, General-Motor Insurance",,01/08/2015,01/02/2017,2621,9,1528.0
1530,"Trades, Plumber",,01/09/2015,01/09/2017,1996,9,
1531,"Legal, Lawyer Real Estate",,01/09/2015,01/09/2017,1032,9,1997.0
1532,"Trades, Flooring Installations",,01/11/2015,01/11/2016,1400,9,
1533,"Interior, Interior Design Residential",,01/11/2015,01/11/2016,2659,9,
1534,"Real Estate, Residential Real Estate Broker",,01/12/2015,01/06/2017,1925,9,1640.0
